userA,userB,score
ko910493,studentkeich,0.0
ko910493,sinceremusic,0.0
ko910493,q076262018,0.0
ko910493,nuiman,0.0
ko910493,michael2341,0.0
ko910493,lucaswhite,0.0
ko910493,kirakira520,0.0
ko910493,j74127412,0.0
ko910493,iversona,0.0
ko910493,hertzianwave,0.0
ko910493,gunagulu,0.0
ko910493,gto461013,0.0
ko910493,frice,0.0
ko910493,freshmanxp,0.0
ko910493,fleeaaa,0.0
ko910493,edcqaz,0.0
ko910493,drsharp,0.0
ko910493,doremido,0.0
ko910493,cyndimax,0.0
ko910493,chehsien    ,0.0
ko910493,cafeole,0.0
ko910493,barton5614,0.0
ko910493,badboyman,0.0
ko910493,backfire,0.0
ko910493,alice9031,0.0
ko910493,Shigeru777,0.0
ko910493,Kuwano,0.0
ko910493,Janel,0.0
ko910493,BRANDIO,0.0
klm,sinceremusic,0.0
klm,myanko,0.0
klm,kirakira520,0.0
klm,frice,0.0
klm,badboyman,0.0
klm,alice9031,0.0
klexwind,yofa,0.0
klexwind,wachiapp,0.0
klexwind,sowhat7511,0.0
klexwind,sinple,0.0
klexwind,sinceremusic,0.0
klexwind,satoyama,0.0
klexwind,redsuck,0.0
klexwind,lucaswhite,0.0
klexwind,klm,0.0
klexwind,jo3pcafe,0.0
klexwind,j74127412,0.0
klexwind,frice,0.0
klexwind,freshmanxp,0.0
klexwind,emou        ,0.0
klexwind,edcqaz,0.0
klexwind,doremido,0.0
klexwind,chehsien    ,0.0
klexwind,ccpz,0.0
klexwind,badboyman,0.0
klexwind,alice9031,0.0
klexwind,Towlie,0.0
klexwind,Shigeru777,0.0
klexwind,Depend1227,0.0
kirakira520,sowhat7511,0.0
kirakira520,sinple,0.0
kirakira520,laker020,0.0
kirakira520,emou        ,0.0
kirakira520,badboyman,0.0
kirakira520,alice9031,0.0
kirakira520,Depend1227,0.0
kevin31a2,badboyman,0.0
jo3pcafe,wachiapp,0.0
jo3pcafe,sinceremusic,0.0
jo3pcafe,power1849e,0.0
jo3pcafe,myanko,0.0
jo3pcafe,lucaswhite,0.0
jo3pcafe,laker020,0.0
jo3pcafe,klm,0.0
jo3pcafe,j74127412,0.0
jo3pcafe,gogodddd,0.0
jo3pcafe,emou        ,0.0
jo3pcafe,edcqaz,0.0
jo3pcafe,drsharp,0.0
jo3pcafe,doremido,0.0
jo3pcafe,badboyman,0.0
jo3pcafe,alice9031,0.0
jo3pcafe,Towlie,0.0
jo3pcafe,Depend1227,0.0
jiajiaWeng,yofa,0.0
jiajiaWeng,yao60301    ,0.0
jiajiaWeng,winginsleep,0.0
jiajiaWeng,wachiapp,0.0
jiajiaWeng,typedevil,0.0
jiajiaWeng,thebest5566,0.0
jiajiaWeng,sunglasses,0.0
jiajiaWeng,studentkeich,0.0
jiajiaWeng,sowhat7511,0.0
jiajiaWeng,sinple,0.0
jiajiaWeng,sinceremusic,0.0
jiajiaWeng,satoyama,0.0
jiajiaWeng,s9899653,0.0
jiajiaWeng,redsuck,0.0
jiajiaWeng,q076262018,0.0
jiajiaWeng,ps124125288,0.0
jiajiaWeng,power1849e,0.0
jiajiaWeng,nuiman,0.0
jiajiaWeng,msn13141314,0.0
jiajiaWeng,lucaswhite,0.0
jiajiaWeng,kuoly1,0.0
jiajiaWeng,klm,0.0
jiajiaWeng,jo3pcafe,0.0
jiajiaWeng,j74127412,0.0
jiajiaWeng,hertzianwave,0.0
jiajiaWeng,gunagulu,0.0
jiajiaWeng,gogodddd,0.0
jiajiaWeng,gn02519719,0.0
jiajiaWeng,frice,0.0
jiajiaWeng,freshmanxp,0.0
jiajiaWeng,fleeaaa,0.0
jiajiaWeng,emou        ,0.0
jiajiaWeng,eject5566,0.0
jiajiaWeng,edcqaz,0.0
jiajiaWeng,drsharp,0.0
jiajiaWeng,doremido,0.0
jiajiaWeng,cyndimax,0.0
jiajiaWeng,chehsien    ,0.0
jiajiaWeng,ccpz,0.0
jiajiaWeng,cafeole,0.0
jiajiaWeng,barton5614,0.0
jiajiaWeng,balanceCIH,0.0
jiajiaWeng,badboyman,0.0
jiajiaWeng,backfire,0.0
jiajiaWeng,alice9031,0.0
jiajiaWeng,Vinnie0605,0.0
jiajiaWeng,Towlie,0.0
jiajiaWeng,Shigeru777,0.0
jiajiaWeng,NWAHSEF,0.0
jiajiaWeng,Kuwano,0.0
jiajiaWeng,Janel,0.0
jiajiaWeng,DickMartin,0.0
jiajiaWeng,Depend1227,0.0
jiajiaWeng,BRANDIO,0.0
j74127412,studentkeich,0.0
j74127412,sowhat7511,0.0
j74127412,sinple,0.0
j74127412,sinceremusic,0.0
j74127412,myanko,0.0
j74127412,msn13141314,0.0
j74127412,moprince,0.0
j74127412,laker020,0.0
j74127412,klm,0.0
j74127412,kirakira520,0.0
j74127412,kevin31a2,0.0
j74127412,kazeki,0.0
j74127412,gogodddd,0.0
j74127412,frice,0.0
j74127412,freshmanxp,0.0
j74127412,emou        ,0.0
j74127412,bbbyy,0.0
j74127412,badboyman,0.0
j74127412,alice9031,0.0
j74127412,YSJ543,0.0
j74127412,Towlie,0.0
j74127412,Depend1227,0.0
iversona,yofa,0.0
iversona,wachiapp,0.0
iversona,studentkeich,0.0
iversona,sinple,0.0
iversona,sinceremusic,0.0
iversona,satoyama,0.0
iversona,s9899653,0.0
iversona,redsuck,0.0
iversona,power1849e,0.0
iversona,myanko,0.0
iversona,msn13141314,0.0
iversona,moprince,0.0
iversona,lucaswhite,0.0
iversona,laker020,0.0
iversona,jo3pcafe,0.0
iversona,j74127412,0.0
iversona,frice,0.0
iversona,freshmanxp,0.0
iversona,emou        ,0.0
iversona,edcqaz,0.0
iversona,drsharp,0.0
iversona,doremido,0.0
iversona,crusoe,0.0
iversona,chehsien    ,0.0
iversona,ccpz,0.0
iversona,bbbyy,0.0
iversona,badboyman,0.0
iversona,alice9031,0.0
iversona,Towlie,0.0
iversona,Shigeru777,0.0
iversona,Handway,0.0
iversona,GV13,0.0
iversona,EZILI,0.0
iversona,Depend1227,0.0
hertzianwave,ycb401,0.0
hertzianwave,yao60301    ,0.0
hertzianwave,winginsleep,0.0
hertzianwave,wangman,0.0
hertzianwave,wachiapp,0.0
hertzianwave,typedevil,0.0
hertzianwave,ticketwoon,0.0
hertzianwave,studentkeich,0.0
hertzianwave,sinple,0.0
hertzianwave,sinceremusic,0.0
hertzianwave,s9899653,0.0
hertzianwave,redsuck,0.0
hertzianwave,q076262018,0.0
hertzianwave,power1849e,0.0
hertzianwave,nuiman,0.0
hertzianwave,myanko,0.0
hertzianwave,msn13141314,0.0
hertzianwave,moprince,0.0
hertzianwave,lucaswhite,0.0
hertzianwave,laker020,0.0
hertzianwave,kuoly1,0.0
hertzianwave,klexwind,0.0
hertzianwave,kirakira520,0.0
hertzianwave,jo3pcafe,0.0
hertzianwave,j74127412,0.0
hertzianwave,iversona,0.0
hertzianwave,gunagulu,0.0
hertzianwave,gogodddd,0.0
hertzianwave,frice,0.0
hertzianwave,freshmanxp,0.0
hertzianwave,fleeaaa,0.0
hertzianwave,emou        ,0.0
hertzianwave,eject5566,0.0
hertzianwave,edcqaz,0.0
hertzianwave,drsharp,0.0
hertzianwave,doremido,0.0
hertzianwave,cyndimax,0.0
hertzianwave,crusoe,0.0
hertzianwave,cccooler,0.0
hertzianwave,bbbyy,0.0
hertzianwave,barton5614,0.0
hertzianwave,badboyman,0.0
hertzianwave,backfire,0.0
hertzianwave,answer1115,0.0
hertzianwave,alice9031,0.0
hertzianwave,Vinnie0605,0.0
hertzianwave,Shigeru777,0.0
hertzianwave,NWAHSEF,0.0
hertzianwave,Kuwano,0.0
hertzianwave,Janel,0.0
hertzianwave,Depend1227,0.0
hertzianwave,BRANDIO,0.0
hadeshell,yao60301    ,0.0
hadeshell,winginsleep,0.0
hadeshell,wachiapp,0.0
hadeshell,lucaswhite,0.0
hadeshell,gunagulu,0.0
hadeshell,edcqaz,0.0
hadeshell,drsharp,0.0
hadeshell,cyndimax,0.0
hadeshell,barton5614,0.0
hadeshell,badboyman,0.0
hadeshell,backfire,0.0
hadeshell,alice9031,0.0
hadeshell,Kuwano,0.0
hadeshell,Janel,0.0
gunagulu,yofa,0.0
gunagulu,ycb401,0.0
gunagulu,wty,0.0
gunagulu,winginsleep,0.0
gunagulu,wangman,0.0
gunagulu,wachiapp,0.0
gunagulu,typedevil,0.0
gunagulu,ticketwoon,0.0
gunagulu,thebest5566,0.0
gunagulu,studentkeich,0.0
gunagulu,sowhat7511,0.0
gunagulu,sinple,0.0
gunagulu,sinceremusic,0.0
gunagulu,satoyama,0.0
gunagulu,s9899653,0.0
gunagulu,redsuck,0.0
gunagulu,ps124125288,0.0
gunagulu,power1849e,0.0
gunagulu,nuiman,0.0
gunagulu,myanko,0.0
gunagulu,msn13141314,0.0
gunagulu,moprince,0.0
gunagulu,lucaswhite,0.0
gunagulu,laker020,0.0
gunagulu,kuoly1,0.0
gunagulu,klexwind,0.0
gunagulu,kirakira520,0.0
gunagulu,kevin31a2,0.0
gunagulu,jo3pcafe,0.0
gunagulu,j74127412,0.0
gunagulu,godswd,0.0
gunagulu,frice,0.0
gunagulu,freshmanxp,0.0
gunagulu,fleeaaa,0.0
gunagulu,emou        ,0.0
gunagulu,eject5566,0.0
gunagulu,edcqaz,0.0
gunagulu,duane,0.0
gunagulu,drsharp,0.0
gunagulu,doremido,0.0
gunagulu,devil0915,0.0
gunagulu,cyndimax,0.0
gunagulu,crusoe,0.0
gunagulu,chehsien    ,0.0
gunagulu,cdpicker,0.0
gunagulu,ccpz,0.0
gunagulu,cccooler,0.0
gunagulu,bbbyy,0.0
gunagulu,barton5614,0.0
gunagulu,balanceCIH,0.0
gunagulu,badboyman,0.0
gunagulu,backfire,0.0
gunagulu,answer1115,0.0
gunagulu,alice9031,0.0
gunagulu,YSJ543,0.0
gunagulu,Towlie,0.0
gunagulu,Shigeru777,0.0
gunagulu,NWAHSEF,0.0
gunagulu,Kuwano,0.0
gunagulu,Janel,0.0
gunagulu,Handway,0.0
gunagulu,EZILI,0.0
gunagulu,DickMartin,0.0
gunagulu,Depend1227,0.0
gunagulu,Allenguy,0.0
gto461013,yofa,0.0
gto461013,ycb401,0.0
gto461013,yao60301    ,0.0
gto461013,wty,0.0
gto461013,winginsleep,0.0
gto461013,wangman,0.0
gto461013,wachiapp,0.0
gto461013,typedevil,0.0
gto461013,ticketwoon,0.0
gto461013,thebest5566,0.0
gto461013,sunglasses,0.0
gto461013,studentkeich,0.0
gto461013,sowhat7511,0.0
gto461013,sinple,0.0
gto461013,sinceremusic,0.0
gto461013,satoyama,0.0
gto461013,s9899653,0.0
gto461013,redsuck,0.0
gto461013,q076262018,0.0
gto461013,ps124125288,0.0
gto461013,power1849e,0.0
gto461013,nuiman,0.0
gto461013,myanko,0.0
gto461013,msn13141314,0.0
gto461013,moprince,0.0
gto461013,lucaswhite,0.0
gto461013,laker020,0.0
gto461013,kuoly1,0.0
gto461013,klm,0.0
gto461013,klexwind,0.0
gto461013,kirakira520,0.0
gto461013,kevin31a2,0.0
gto461013,kazeki,0.0
gto461013,jo3pcafe,0.0
gto461013,jiajiaWeng,0.0
gto461013,j74127412,0.0
gto461013,iversona,0.0
gto461013,hertzianwave,0.0
gto461013,hadeshell,0.0
gto461013,gunagulu,0.0
gto461013,gogodddd,0.0
gto461013,godswd,0.0
gto461013,gn02519719,0.0
gto461013,gca00631,0.0
gto461013,frice,0.0
gto461013,freshmanxp,0.0
gto461013,fleeaaa,0.0
gto461013,emou        ,0.0
gto461013,eject5566,0.0
gto461013,edcqaz,0.0
gto461013,duane,0.0
gto461013,drsharp,0.0
gto461013,doremido,0.0
gto461013,devil0915,0.0
gto461013,cyndimax,0.0
gto461013,crusoe,0.0
gto461013,cp109,0.0
gto461013,chehsien    ,0.0
gto461013,cdpicker,0.0
gto461013,ccpz,0.0
gto461013,cccooler,0.0
gto461013,cafeole,0.0
gto461013,bbbyy,0.0
gto461013,barton5614,0.0
gto461013,balanceCIH,0.0
gto461013,badboyman,0.0
gto461013,backfire,0.0
gto461013,answer1115,0.0
gto461013,alice9031,0.0
gto461013,YSJ543,0.0
gto461013,Xavier114,0.0
gto461013,Vinnie0605,0.0
gto461013,Verola,0.0
gto461013,Towlie,0.0
gto461013,Shigeru777,0.0
gto461013,SeaWolf,0.0
gto461013,NWAHSEF,0.0
gto461013,Kuwano,0.0
gto461013,Janel,0.0
gto461013,Handway,0.0
gto461013,GV13,0.0
gto461013,EZILI,0.0
gto461013,DickMartin,0.0
gto461013,Depend1227,0.0
gto461013,Cervelo1995,0.0
gto461013,BRANDIO,0.0
gto461013,Allenguy,0.0
gogodddd,frice,0.0
gogodddd,badboyman,0.0
godswd,sinceremusic,0.0
godswd,badboyman,0.0
godswd,alice9031,0.0
gn02519719,yofa,0.0
gn02519719,ycb401,0.0
gn02519719,yao60301    ,0.0
gn02519719,winginsleep,0.0
gn02519719,wangman,0.0
gn02519719,wachiapp,0.0
gn02519719,typedevil,0.0
gn02519719,ticketwoon,0.0
gn02519719,studentkeich,0.0
gn02519719,sinceremusic,0.0
gn02519719,s9899653,0.0
gn02519719,q076262018,0.0
gn02519719,power1849e,0.0
gn02519719,nuiman,0.0
gn02519719,myanko,0.0
gn02519719,lucaswhite,0.0
gn02519719,laker020,0.0
gn02519719,klexwind,0.0
gn02519719,kirakira520,0.0
gn02519719,jo3pcafe,0.0
gn02519719,j74127412,0.0
gn02519719,iversona,0.0
gn02519719,hertzianwave,0.0
gn02519719,gunagulu,0.0
gn02519719,frice,0.0
gn02519719,freshmanxp,0.0
gn02519719,fleeaaa,0.0
gn02519719,emou        ,0.0
gn02519719,edcqaz,0.0
gn02519719,drsharp,0.0
gn02519719,doremido,0.0
gn02519719,cyndimax,0.0
gn02519719,chehsien    ,0.0
gn02519719,cdpicker,0.0
gn02519719,cafeole,0.0
gn02519719,bbbyy,0.0
gn02519719,barton5614,0.0
gn02519719,balanceCIH,0.0
gn02519719,badboyman,0.0
gn02519719,backfire,0.0
gn02519719,answer1115,0.0
gn02519719,alice9031,0.0
gn02519719,Towlie,0.0
gn02519719,Shigeru777,0.0
gn02519719,Kuwano,0.0
gn02519719,Janel,0.0
gn02519719,BRANDIO,0.0
gca00631,studentkeich,0.0
gca00631,myanko,0.0
gca00631,j74127412,0.0
gca00631,badboyman,0.0
gca00631,alice9031,0.0
funkie,ycb401,0.0
funkie,yao60301    ,0.0
funkie,winginsleep,0.0
funkie,wangman,0.0
funkie,wachiapp,0.0
funkie,sinceremusic,0.0
funkie,q076262018,0.0
funkie,nuiman,0.0
funkie,myanko,0.0
funkie,michael2341,0.0
funkie,lucaswhite,0.0
funkie,laker020,0.0
funkie,klexwind,0.0
funkie,kirakira520,0.0
funkie,jiajiaWeng,0.0
funkie,j74127412,0.0
funkie,iversona,0.0
funkie,hertzianwave,0.0
funkie,gunagulu,0.0
funkie,gto461013,0.0
funkie,gogodddd,0.0
funkie,freshmanxp,0.0
funkie,emou        ,0.0
funkie,eject5566,0.0
funkie,edcqaz,0.0
funkie,doremido,0.0
funkie,cyndimax,0.0
funkie,barton5614,0.0
funkie,badboyman,0.0
funkie,backfire,0.0
funkie,answer1115,0.0
funkie,alice9031,0.0
funkie,Kuwano,0.0
funkie,Janel,0.0
freshmanxp,sinceremusic,0.0
freshmanxp,s9899653,0.0
freshmanxp,myanko,0.0
freshmanxp,moprince,0.0
freshmanxp,laker020,0.0
freshmanxp,klm,0.0
freshmanxp,gogodddd,0.0
freshmanxp,frice,0.0
freshmanxp,emou        ,0.0
freshmanxp,bbbyy,0.0
freshmanxp,badboyman,0.0
freshmanxp,alice9031,0.0
freshmanxp,Towlie,0.0
freshmanxp,Depend1227,0.0
fleeaaa,ycb401,0.0
fleeaaa,wangman,0.0
fleeaaa,wachiapp,0.0
fleeaaa,typedevil,0.0
fleeaaa,thebest5566,0.0
fleeaaa,ps124125288,0.0
fleeaaa,power1849e,0.0
fleeaaa,myanko,0.0
fleeaaa,msn13141314,0.0
fleeaaa,lucaswhite,0.0
fleeaaa,laker020,0.0
fleeaaa,kuoly1,0.0
fleeaaa,klm,0.0
fleeaaa,klexwind,0.0
fleeaaa,kirakira520,0.0
fleeaaa,j74127412,0.0
fleeaaa,iversona,0.0
fleeaaa,gogodddd,0.0
fleeaaa,freshmanxp,0.0
fleeaaa,emou        ,0.0
fleeaaa,eject5566,0.0
fleeaaa,edcqaz,0.0
fleeaaa,drsharp,0.0
fleeaaa,doremido,0.0
fleeaaa,crusoe,0.0
fleeaaa,ccpz,0.0
fleeaaa,barton5614,0.0
fleeaaa,badboyman,0.0
fleeaaa,answer1115,0.0
fleeaaa,alice9031,0.0
fleeaaa,Towlie,0.0
fleeaaa,Janel,0.0
fleeaaa,EZILI,0.0
fleeaaa,Depend1227,0.0
fkhope,yofa,0.0
fkhope,yao60301    ,0.0
fkhope,xul4m4vu6666,0.0
fkhope,winginsleep,0.0
fkhope,wachiapp,0.0
fkhope,vaude,0.0
fkhope,typedevil,0.0
fkhope,thebest5566,0.0
fkhope,sunglasses,0.0
fkhope,studentkeich,0.0
fkhope,sowhat7511,0.0
fkhope,sinple,0.0
fkhope,sinceremusic,0.0
fkhope,satoyama,0.0
fkhope,redsuck,0.0
fkhope,ps124125288,0.0
fkhope,power1849e,0.0
fkhope,lucaswhite,0.0
fkhope,klm,0.0
fkhope,jo3pcafe,0.0
fkhope,j74127412,0.0
fkhope,iversona,0.0
fkhope,hertzianwave,0.0
fkhope,gunagulu,0.0
fkhope,gto461013,0.0
fkhope,gogodddd,0.0
fkhope,gn02519719,0.0
fkhope,gca00631,0.0
fkhope,funkie,0.0
fkhope,frice,0.0
fkhope,freshmanxp,0.0
fkhope,fleeaaa,0.0
fkhope,emou        ,0.0
fkhope,eject5566,0.0
fkhope,edcqaz,0.0
fkhope,duane,0.0
fkhope,drsharp,0.0
fkhope,doremido,0.0
fkhope,devil0915,0.0
fkhope,cyndimax,0.0
fkhope,cp109,0.0
fkhope,cn12242,0.0
fkhope,chehsien    ,0.0
fkhope,ccpz,0.0
fkhope,cccooler,0.0
fkhope,cafeole,0.0
fkhope,barton5614,0.0
fkhope,balanceCIH,0.0
fkhope,badboyman,0.0
fkhope,backfire,0.0
fkhope,alice9031,0.0
fkhope,YSJ543,0.0
fkhope,Vinnie0605,0.0
fkhope,Towlie,0.0
fkhope,Shigeru777,0.0
fkhope,SeaWolf,0.0
fkhope,Puppy0919,0.0
fkhope,NWAHSEF,0.0
fkhope,Kuwano,0.0
fkhope,Janel,0.0
fkhope,Depend1227,0.0
fkhope,Allenguy,0.0
emou        ,gogodddd,0.0
emou        ,frice,0.0
emou        ,badboyman,0.0
emou        ,alice9031,0.0
eject5566,yofa,0.0
eject5566,ycb401,0.0
eject5566,wangman,0.0
eject5566,wachiapp,0.0
eject5566,ticketwoon,0.0
eject5566,studentkeich,0.0
eject5566,sinceremusic,0.0
eject5566,s9899653,0.0
eject5566,myanko,0.0
eject5566,lucaswhite,0.0
eject5566,laker020,0.0
eject5566,kuoly1,0.0
eject5566,klexwind,0.0
eject5566,kirakira520,0.0
eject5566,jo3pcafe,0.0
eject5566,j74127412,0.0
eject5566,iversona,0.0
eject5566,frice,0.0
eject5566,freshmanxp,0.0
eject5566,emou        ,0.0
eject5566,edcqaz,0.0
eject5566,drsharp,0.0
eject5566,doremido,0.0
eject5566,chehsien    ,0.0
eject5566,bbbyy,0.0
eject5566,barton5614,0.0
eject5566,balanceCIH,0.0
eject5566,badboyman,0.0
eject5566,alice9031,0.0
eject5566,YSJ543,0.0
eject5566,Shigeru777,0.0
eject5566,GV13,0.0
eject5566,EZILI,0.0
eject5566,DickMartin,0.0
eject5566,Allenguy,0.0
edcqaz,wachiapp,0.0
edcqaz,studentkeich,0.0
edcqaz,sowhat7511,0.0
edcqaz,sinple,0.0
edcqaz,sinceremusic,0.0
edcqaz,satoyama,0.0
edcqaz,s9899653,0.0
edcqaz,redsuck,0.0
edcqaz,myanko,0.0
edcqaz,msn13141314,0.0
edcqaz,laker020,0.0
edcqaz,klm,0.0
edcqaz,kirakira520,0.0
edcqaz,kevin31a2,0.0
edcqaz,j74127412,0.0
edcqaz,gogodddd,0.0
edcqaz,godswd,0.0
edcqaz,gca00631,0.0
edcqaz,frice,0.0
edcqaz,freshmanxp,0.0
edcqaz,emou        ,0.0
edcqaz,drsharp,0.0
edcqaz,ccpz,0.0
edcqaz,YSJ543,0.0
edcqaz,Towlie,0.0
edcqaz,SeaWolf,0.0
edcqaz,Handway,0.0
edcqaz,EZILI,0.0
edcqaz,Depend1227,0.0
duane,wangman,0.0
duane,sinceremusic,0.0
duane,myanko,0.0
duane,lucaswhite,0.0
duane,j74127412,0.0
duane,edcqaz,0.0
duane,drsharp,0.0
duane,barton5614,0.0
duane,badboyman,0.0
duane,alice9031,0.0
drsharp,sinceremusic,0.0
drsharp,s9899653,0.0
drsharp,myanko,0.0
drsharp,laker020,0.0
drsharp,j74127412,0.0
drsharp,frice,0.0
drsharp,emou        ,0.0
drsharp,bbbyy,0.0
drsharp,badboyman,0.0
drsharp,alice9031,0.0
drsharp,YSJ543,0.0
drsharp,Towlie,0.0
drsharp,Depend1227,0.0
doremido,studentkeich,0.0
doremido,s9899653,0.0
doremido,power1849e,0.0
doremido,moprince,0.0
doremido,laker020,0.0
doremido,klm,0.0
doremido,kirakira520,0.0
doremido,j74127412,0.0
doremido,godswd,0.0
doremido,frice,0.0
doremido,freshmanxp,0.0
doremido,emou        ,0.0
doremido,edcqaz,0.0
doremido,drsharp,0.0
doremido,ccpz,0.0
doremido,bbbyy,0.0
doremido,badboyman,0.0
doremido,alice9031,0.0
doremido,YSJ543,0.0
doremido,Shigeru777,0.0
doremido,SeaWolf,0.0
doremido,EZILI,0.0
doremido,Depend1227,0.0
devil0915,ycb401,0.0
devil0915,wangman,0.0
devil0915,wachiapp,0.0
devil0915,typedevil,0.0
devil0915,ticketwoon,0.0
devil0915,studentkeich,0.0
devil0915,sinple,0.0
devil0915,sinceremusic,0.0
devil0915,s9899653,0.0
devil0915,nuiman,0.0
devil0915,myanko,0.0
devil0915,lucaswhite,0.0
devil0915,laker020,0.0
devil0915,kuoly1,0.0
devil0915,klm,0.0
devil0915,jo3pcafe,0.0
devil0915,j74127412,0.0
devil0915,freshmanxp,0.0
devil0915,fleeaaa,0.0
devil0915,emou        ,0.0
devil0915,edcqaz,0.0
devil0915,drsharp,0.0
devil0915,cyndimax,0.0
devil0915,chehsien    ,0.0
devil0915,bbbyy,0.0
devil0915,barton5614,0.0
devil0915,badboyman,0.0
devil0915,alice9031,0.0
devil0915,Shigeru777,0.0
devil0915,Kuwano,0.0
devil0915,GV13,0.0
devil0915,EZILI,0.0
devil0915,Depend1227,0.0
cyndimax,yofa,0.0
cyndimax,ycb401,0.0
cyndimax,wty,0.0
cyndimax,wangman,0.0
cyndimax,wachiapp,0.0
cyndimax,typedevil,0.0
cyndimax,thebest5566,0.0
cyndimax,studentkeich,0.0
cyndimax,sowhat7511,0.0
cyndimax,sinple,0.0
cyndimax,satoyama,0.0
cyndimax,s9899653,0.0
cyndimax,redsuck,0.0
cyndimax,ps124125288,0.0
cyndimax,power1849e,0.0
cyndimax,msn13141314,0.0
cyndimax,laker020,0.0
cyndimax,klm,0.0
cyndimax,klexwind,0.0
cyndimax,kirakira520,0.0
cyndimax,kevin31a2,0.0
cyndimax,jo3pcafe,0.0
cyndimax,j74127412,0.0
cyndimax,iversona,0.0
cyndimax,godswd,0.0
cyndimax,gca00631,0.0
cyndimax,frice,0.0
cyndimax,freshmanxp,0.0
cyndimax,fleeaaa,0.0
cyndimax,emou        ,0.0
cyndimax,eject5566,0.0
cyndimax,duane,0.0
cyndimax,drsharp,0.0
cyndimax,chehsien    ,0.0
cyndimax,ccpz,0.0
cyndimax,cccooler,0.0
cyndimax,barton5614,0.0
cyndimax,balanceCIH,0.0
cyndimax,answer1115,0.0
cyndimax,YSJ543,0.0
cyndimax,Towlie,0.0
cyndimax,Shigeru777,0.0
cyndimax,SeaWolf,0.0
cyndimax,Janel,0.0
cyndimax,Handway,0.0
cyndimax,GV13,0.0
cyndimax,EZILI,0.0
cyndimax,DickMartin,0.0
cyndimax,Depend1227,0.0
cyndimax,Allenguy,0.0
crusoe,yofa,0.0
crusoe,wachiapp,0.0
crusoe,lucaswhite,0.0
crusoe,jo3pcafe,0.0
crusoe,j74127412,0.0
crusoe,frice,0.0
crusoe,freshmanxp,0.0
crusoe,emou        ,0.0
crusoe,edcqaz,0.0
crusoe,chehsien    ,0.0
crusoe,badboyman,0.0
crusoe,alice9031,0.0
crusoe,YSJ543,0.0
crusoe,Shigeru777,0.0
cp109,ycb401,0.0
cp109,yao60301    ,0.0
cp109,winginsleep,0.0
cp109,wangman,0.0
cp109,wachiapp,0.0
cp109,sinceremusic,0.0
cp109,power1849e,0.0
cp109,nuiman,0.0
cp109,myanko,0.0
cp109,lucaswhite,0.0
cp109,j74127412,0.0
cp109,gunagulu,0.0
cp109,freshmanxp,0.0
cp109,edcqaz,0.0
cp109,doremido,0.0
cp109,cyndimax,0.0
cp109,barton5614,0.0
cp109,badboyman,0.0
cp109,backfire,0.0
cp109,alice9031,0.0
cp109,Kuwano,0.0
cp109,Janel,0.0
cocoken,yofa,0.0
cocoken,ycb401,0.0
cocoken,yao60301    ,0.0
cocoken,xul4m4vu6666,0.0
cocoken,winginsleep,0.0
cocoken,wangman,0.0
cocoken,wachiapp,0.0
cocoken,typedevil,0.0
cocoken,ticketwoon,0.0
cocoken,studentkeich,0.0
cocoken,sinceremusic,0.0
cocoken,s9899653,0.0
cocoken,q076262018,0.0
cocoken,nuiman,0.0
cocoken,myanko,0.0
cocoken,michael2341,0.0
cocoken,lucaswhite,0.0
cocoken,laker020,0.0
cocoken,klexwind,0.0
cocoken,kirakira520,0.0
cocoken,jo3pcafe,0.0
cocoken,jiajiaWeng,0.0
cocoken,j74127412,0.0
cocoken,iversona,0.0
cocoken,gunagulu,0.0
cocoken,gto461013,0.0
cocoken,frice,0.0
cocoken,freshmanxp,0.0
cocoken,fleeaaa,0.0
cocoken,fkhope,0.0
cocoken,emou        ,0.0
cocoken,edcqaz,0.0
cocoken,drsharp,0.0
cocoken,doremido,0.0
cocoken,cyndimax,0.0
cocoken,cn12242,0.0
cocoken,chehsien    ,0.0
cocoken,cafeole,0.0
cocoken,bbbyy,0.0
cocoken,barton5614,0.0
cocoken,balanceCIH,0.0
cocoken,badboyman,0.0
cocoken,backfire,0.0
cocoken,alice9031,0.0
cocoken,YSJ543,0.0
cocoken,Vinnie0605,0.0
cocoken,Shigeru777,0.0
cocoken,Kuwano,0.0
cocoken,Janel,0.0
cocoken,BRANDIO,0.0
cn12242,ycb401,0.0
cn12242,yao60301    ,0.0
cn12242,winginsleep,0.0
cn12242,wangman,0.0
cn12242,typedevil,0.0
cn12242,sunglasses,0.0
cn12242,sinceremusic,0.0
cn12242,q076262018,0.0
cn12242,nuiman,0.0
cn12242,myanko,0.0
cn12242,michael2341,0.0
cn12242,lucaswhite,0.0
cn12242,klexwind,0.0
cn12242,jiajiaWeng,0.0
cn12242,j74127412,0.0
cn12242,iversona,0.0
cn12242,hertzianwave,0.0
cn12242,gunagulu,0.0
cn12242,gto461013,0.0
cn12242,gogodddd,0.0
cn12242,gn02519719,0.0
cn12242,eject5566,0.0
cn12242,edcqaz,0.0
cn12242,cyndimax,0.0
cn12242,barton5614,0.0
cn12242,badboyman,0.0
cn12242,backfire,0.0
cn12242,answer1115,0.0
cn12242,alice9031,0.0
cn12242,Kuwano,0.0
chehsien    ,wachiapp,0.0
chehsien    ,sinceremusic,0.0
chehsien    ,power1849e,0.0
chehsien    ,myanko,0.0
chehsien    ,msn13141314,0.0
chehsien    ,lucaswhite,0.0
